row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest,day
2294,2022,3,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้านแฝด,Twin house,23,346,2023-08-31
2321,2019,6,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,137,535,2023-08-31
1692,2021,11,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,โกดัง / โรงงาน,Warehouse / Factory,29,89,2023-08-31
2268,2022,7,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,35,677,2023-08-31
2206,2019,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,24,261,2023-08-31
1689,2019,11,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,61,494,2023-08-31
1577,2021,8,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้าน,Detached House,19,168,2023-08-31
962,2021,8,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,ทาวน์โฮม,Townhome,20,1282,2023-08-31
330,2020,5,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,27,94,2023-08-31
1433,2020,1,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้านแฝด,Twin house,58,399,2023-08-31
903,2021,5,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้านแฝด,Twin house,99,669,2023-08-31
2133,2021,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,26,329,2023-08-31
295,2020,4,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,ทาวน์โฮม,Townhome,26,326,2023-08-31
1240,2019,8,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,66,2183,2023-08-31
1917,2019,7,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,บ้าน,Detached House,16,53,2023-08-31
1129,2021,3,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,24,248,2023-08-31
2104,2019,2,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,โฮมออฟฟิศ,Home office,17,68,2023-08-31
76,2019,11,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,68,402,2023-08-31
1290,2019,7,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,36,328,2023-08-31
2113,2021,10,กรุงเทพมหานคร,Bangkok,บางซื่อ,BANG SUE,ทาวน์โฮม,Townhome,9,34,2023-08-31
776,2019,6,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,91,669,2023-08-31
1167,2020,4,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,80,632,2023-08-31
1744,2020,4,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้านแฝด,Twin house,90,1346,2023-08-31
788,2019,3,กรุงเทพมหานคร,Bangkok,ทวีวัฒนา,THAWI WATTHANA,บ้าน,Detached House,49,283,2023-08-31
2118,2020,3,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,คอนโด,Condo,35,119,2023-08-31
1671,2021,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,77,1041,2023-08-31
1475,2022,2,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,16,41,2023-08-31
1516,2019,7,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,43,291,2023-08-31
62,2022,9,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,21,188,2023-08-31
426,2019,3,กรุงเทพมหานคร,Bangkok,ปทุมวัน,PATHUM WAN,คอนโด,Condo,26,74,2023-08-31
1765,2021,5,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,67,830,2023-08-31
787,2019,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,53,328,2023-08-31
1561,2021,5,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,39,1179,2023-08-31
1228,2020,8,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,36,121,2023-08-31
207,2020,3,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,บ้าน,Detached House,38,234,2023-08-31
167,2019,7,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,52,1519,2023-08-31
1232,2020,8,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,26,529,2023-08-31
1274,2020,4,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,78,534,2023-08-31
301,2022,1,กรุงเทพมหานคร,Bangkok,บางรัก,BANG RAK,คอนโด,Condo,3,11,2023-08-31
1908,2019,11,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,ทาวน์โฮม,Townhome,96,771,2023-08-31
1509,2021,10,นครปฐม,Nakhon Pathom,กำแพงแสน,KAMPHAENG SAEN,บ้าน,Detached House,28,568,2023-08-31
2288,2019,7,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,13,89,2023-08-31
2304,2019,9,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,49,359,2023-08-31
1658,2021,9,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,บ้าน,Detached House,15,106,2023-08-31
2071,2019,4,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,63,394,2023-08-31
1525,2020,8,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,15,120,2023-08-31
83,2021,10,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,บ้าน,Detached House,22,100,2023-08-31
2246,2022,1,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,ทาวน์โฮม,Townhome,22,98,2023-08-31
1724,2020,5,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,23,173,2023-08-31
1088,2022,7,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,บ้าน,Detached House,7,22,2023-08-31
1001,2021,10,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,19,248,2023-08-31
1321,2022,5,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,30,750,2023-08-31
249,2021,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,ทาวน์โฮม,Townhome,18,82,2023-08-31
883,2019,1,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,17,58,2023-08-31
593,2020,2,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,คอนโด,Condo,39,115,2023-08-31
730,2019,9,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,75,3201,2023-08-31
1368,2022,2,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้านแฝด,Twin house,12,305,2023-08-31
468,2019,2,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,96,507,2023-08-31
79,2020,2,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,56,333,2023-08-31
679,2019,7,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,ทาวน์โฮม,Townhome,61,690,2023-08-31
2092,2022,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,13,33,2023-08-31
150,2022,9,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,7,10,2023-08-31
458,2020,2,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,โฮมออฟฟิศ,Home office,28,87,2023-08-31
891,2021,7,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้าน,Detached House,66,3286,2023-08-31
845,2020,5,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,ทาวน์โฮม,Townhome,19,78,2023-08-31
956,2020,1,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,อาคารพาณิชย์,Commercial,37,236,2023-08-31
769,2022,5,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,10,18,2023-08-31
1021,2021,8,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,ทาวน์โฮม,Townhome,59,198,2023-08-31
870,2021,5,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,66,3179,2023-08-31
1666,2020,1,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,40,493,2023-08-31
1645,2022,9,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,37,275,2023-08-31
2001,2019,3,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,36,296,2023-08-31
602,2022,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,30,291,2023-08-31
2305,2022,8,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,17,72,2023-08-31
219,2019,2,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้านแฝด,Twin house,38,273,2023-08-31
1732,2022,6,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,ทาวน์โฮม,Townhome,31,444,2023-08-31
112,2019,6,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,25,293,2023-08-31
22,2020,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,โฮมออฟฟิศ,Home office,9,18,2023-08-31
684,2020,2,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,41,257,2023-08-31
865,2020,8,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,51,638,2023-08-31
1050,2022,10,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,20,218,2023-08-31
920,2020,5,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้าน,Detached House,77,1384,2023-08-31
508,2019,11,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,14,54,2023-08-31
927,2021,3,กรุงเทพมหานคร,Bangkok,บางแค,BANG KHAE,บ้าน,Detached House,59,614,2023-08-31
227,2019,6,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,104,2520,2023-08-31
2107,2022,3,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,คอนโด,Condo,21,72,2023-08-31
538,2019,7,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,ทาวน์โฮม,Townhome,15,1073,2023-08-31
1139,2021,8,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้านแฝด,Twin house,9,171,2023-08-31
198,2022,3,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,41,478,2023-08-31
1911,2019,4,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,26,179,2023-08-31
1500,2020,5,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,ทาวน์โฮม,Townhome,18,117,2023-08-31
886,2019,12,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้านแฝด,Twin house,54,829,2023-08-31
643,2020,1,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,คอนโด,Condo,106,618,2023-08-31
1587,2020,1,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้านแฝด,Twin house,40,493,2023-08-31
1119,2019,6,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,บ้าน,Detached House,99,1045,2023-08-31
1287,2020,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,35,177,2023-08-31
174,2019,7,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้าน,Detached House,16,120,2023-08-31
1830,2020,3,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้าน,Detached House,38,162,2023-08-31
260,2020,8,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,บ้านแฝด,Twin house,38,250,2023-08-31
2280,2020,1,กรุงเทพมหานคร,Bangkok,ราษฎร์บูรณะ,RAT BURANA,คอนโด,Condo,30,119,2023-08-31
184,2020,4,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,คอนโด,Condo,34,179,2023-08-31
2080,2021,9,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,26,662,2023-08-31
173,2021,3,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,โฮมออฟฟิศ,Home office,19,89,2023-08-31
155,2022,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,45,1034,2023-08-31
566,2022,4,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,95,1563,2023-08-31
799,2019,3,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,73,481,2023-08-31
120,2021,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,42,209,2023-08-31
1219,2020,3,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,โฮมออฟฟิศ,Home office,71,390,2023-08-31
87,2019,7,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,14,163,2023-08-31
217,2020,4,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,ทาวน์โฮม,Townhome,53,1489,2023-08-31
614,2022,12,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,ทาวน์โฮม,Townhome,7,12,2023-08-31
948,2021,7,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้านแฝด,Twin house,38,611,2023-08-31
19,2019,5,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,19,34,2023-08-31
1026,2023,1,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,อาคารพาณิชย์,Commercial,4,16,2023-08-31
876,2022,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้านแฝด,Twin house,48,515,2023-08-31
414,2022,11,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,คอนโด,Condo,5,58,2023-08-31
188,2022,4,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,57,609,2023-08-31
257,2021,7,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,โฮมออฟฟิศ,Home office,21,74,2023-08-31
