row_number,transction_year,transction_month,province_name_th,province_name_en,district_name_th,district_name_en,propertytype_name_th,propertytype_name_en,volume_of_project,interest,day
94,2019,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,20,55,2023-08-31
778,2020,6,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,อาคารพาณิชย์,Commercial,51,678,2023-08-31
1636,2021,9,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,คอนโด,Condo,29,2462,2023-08-31
1391,2022,4,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,31,714,2023-08-31
93,2022,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,12,250,2023-08-31
1156,2021,10,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,49,427,2023-08-31
953,2022,10,กรุงเทพมหานคร,Bangkok,บางพลัด,BANG PHLAT,คอนโด,Condo,8,20,2023-08-31
1992,2019,10,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,83,340,2023-08-31
1463,2021,10,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,128,1428,2023-08-31
2190,2020,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,45,213,2023-08-31
1140,2019,8,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,263,879,2023-08-31
1447,2020,3,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้าน,Detached House,78,1496,2023-08-31
1857,2022,9,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,39,535,2023-08-31
2105,2020,1,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,43,336,2023-08-31
169,2020,1,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,บ้านแฝด,Twin house,34,386,2023-08-31
1914,2021,5,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,69,729,2023-08-31
1206,2022,7,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,คอนโด,Condo,20,95,2023-08-31
1621,2020,3,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,โฮมออฟฟิศ,Home office,39,1194,2023-08-31
2331,2021,5,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,45,250,2023-08-31
1218,2021,9,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,ทาวน์โฮม,Townhome,16,99,2023-08-31
764,2020,3,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,117,1165,2023-08-31
915,2020,5,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,อาคารพาณิชย์,Commercial,25,51,2023-08-31
1690,2022,10,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,7,22,2023-08-31
1380,2020,5,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,11,41,2023-08-31
1997,2020,1,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,60,252,2023-08-31
1629,2020,12,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,36,854,2023-08-31
1300,2020,8,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,บ้านแฝด,Twin house,15,62,2023-08-31
452,2020,1,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,คอนโด,Condo,98,1317,2023-08-31
842,2019,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,180,3692,2023-08-31
1631,2020,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,240,2814,2023-08-31
428,2021,3,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,บ้านแฝด,Twin house,24,66,2023-08-31
430,2022,9,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,คอนโด,Condo,9,351,2023-08-31
584,2022,10,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,ทาวน์โฮม,Townhome,5,18,2023-08-31
2151,2022,4,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,24,103,2023-08-31
755,2020,3,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้านแฝด,Twin house,40,3502,2023-08-31
1200,2022,10,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,17,212,2023-08-31
1327,2020,8,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,บ้านแฝด,Twin house,26,169,2023-08-31
2193,2019,7,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,อาคารพาณิชย์,Commercial,12,37,2023-08-31
1993,2019,4,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,ทาวน์โฮม,Townhome,30,145,2023-08-31
1899,2020,1,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,โฮมออฟฟิศ,Home office,49,616,2023-08-31
2123,2019,7,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,โฮมออฟฟิศ,Home office,20,139,2023-08-31
2109,2022,2,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,22,58,2023-08-31
627,2019,7,กรุงเทพมหานคร,Bangkok,บางนา,BANG NA,ทาวน์โฮม,Townhome,49,675,2023-08-31
1252,2019,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,65,732,2023-08-31
365,2019,9,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,ทาวน์โฮม,Townhome,42,932,2023-08-31
474,2021,7,สมุทรปราการ,Samut Prakan,พระสมุทรเจดีย์,PHRA SAMUT CHEDI,บ้าน,Detached House,12,157,2023-08-31
1740,2022,8,กรุงเทพมหานคร,Bangkok,บางกอกใหญ่,BANGKOK YAI,บ้านแฝด,Twin house,13,73,2023-08-31
2102,2021,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,37,664,2023-08-31
2134,2020,5,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,41,335,2023-08-31
354,2019,7,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,38,708,2023-08-31
1846,2021,11,สมุทรปราการ,Samut Prakan,บางเสาธง,BANG SAO THONG,บ้านแฝด,Twin house,36,93,2023-08-31
1742,2021,3,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,ทาวน์โฮม,Townhome,20,218,2023-08-31
369,2019,6,กรุงเทพมหานคร,Bangkok,บางบอน,BANG BON,บ้าน,Detached House,7,17,2023-08-31
823,2022,2,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้าน,Detached House,60,596,2023-08-31
752,2021,11,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,โฮมออฟฟิศ,Home office,42,286,2023-08-31
2074,2021,5,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,37,664,2023-08-31
736,2021,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,43,596,2023-08-31
1822,2020,1,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,คอนโด,Condo,38,1003,2023-08-31
1544,2020,4,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,24,326,2023-08-31
592,2020,8,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,37,212,2023-08-31
1792,2021,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,อาคารพาณิชย์,Commercial,8,10,2023-08-31
2098,2022,6,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,คอนโด,Condo,24,425,2023-08-31
500,2020,1,กรุงเทพมหานคร,Bangkok,วัฒนา,VADHANA,บ้าน,Detached House,14,35,2023-08-31
1667,2019,7,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,บ้าน,Detached House,21,1033,2023-08-31
533,2021,8,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้าน,Detached House,20,1282,2023-08-31
1668,2021,6,กรุงเทพมหานคร,Bangkok,บางกอกน้อย,BANGKOK NOI,คอนโด,Condo,36,420,2023-08-31
2003,2021,12,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,11,33,2023-08-31
594,2021,7,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,ทาวน์โฮม,Townhome,22,275,2023-08-31
921,2021,9,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,22,1118,2023-08-31
2182,2019,11,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,โฮมออฟฟิศ,Home office,34,152,2023-08-31
2114,2019,2,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้านแฝด,Twin house,65,2067,2023-08-31
1175,2022,2,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,คอนโด,Condo,29,105,2023-08-31
2144,2019,6,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,96,744,2023-08-31
328,2021,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,ทาวน์โฮม,Townhome,56,368,2023-08-31
1598,2021,9,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,64,254,2023-08-31
1291,2019,11,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,บ้าน,Detached House,46,845,2023-08-31
1716,2020,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,22,213,2023-08-31
957,2019,7,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,ทาวน์โฮม,Townhome,18,65,2023-08-31
1008,2019,2,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,ทาวน์โฮม,Townhome,26,723,2023-08-31
228,2020,4,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,57,463,2023-08-31
1024,2022,4,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,17,69,2023-08-31
636,2022,12,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,บ้านแฝด,Twin house,6,118,2023-08-31
1798,2020,11,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,บ้าน,Detached House,58,1048,2023-08-31
1638,2022,9,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,ทาวน์โฮม,Townhome,9,64,2023-08-31
587,2022,12,กรุงเทพมหานคร,Bangkok,ดินแดง,DIN DAENG,คอนโด,Condo,2,16,2023-08-31
686,2022,7,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้านแฝด,Twin house,20,138,2023-08-31
2252,2020,3,กรุงเทพมหานคร,Bangkok,บางคอแหลม,BANG KHO LAEM,คอนโด,Condo,34,93,2023-08-31
1405,2020,2,กรุงเทพมหานคร,Bangkok,พระโขนง,PHRA KHANONG,คอนโด,Condo,67,215,2023-08-31
1375,2021,10,กรุงเทพมหานคร,Bangkok,พญาไท,PHAYA THAI,คอนโด,Condo,27,67,2023-08-31
1467,2019,5,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,45,209,2023-08-31
78,2022,11,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,6,29,2023-08-31
1540,2021,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้าน,Detached House,52,458,2023-08-31
732,2022,1,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,คอนโด,Condo,22,142,2023-08-31
1437,2022,11,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,12,250,2023-08-31
2326,2020,4,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,อาคารพาณิชย์,Commercial,35,177,2023-08-31
2316,2020,5,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,บ้าน,Detached House,19,307,2023-08-31
1967,2019,3,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,65,1355,2023-08-31
1483,2020,2,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,ทาวน์โฮม,Townhome,74,1695,2023-08-31
1977,2022,8,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,บ้าน,Detached House,10,291,2023-08-31
473,2020,7,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,38,300,2023-08-31
1312,2020,1,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,37,263,2023-08-31
941,2020,5,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,16,64,2023-08-31
1512,2020,11,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,25,50,2023-08-31
107,2020,5,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้าน,Detached House,89,1222,2023-08-31
2253,2020,1,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,คอนโด,Condo,25,428,2023-08-31
2353,2022,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,บ้าน,Detached House,12,121,2023-08-31
1646,2022,7,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,ทาวน์โฮม,Townhome,7,97,2023-08-31
1147,2020,4,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,5,24,2023-08-31
1826,2021,10,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,17,56,2023-08-31
1687,2022,9,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,คอนโด,Condo,10,41,2023-08-31
1856,2021,12,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,73,283,2023-08-31
1161,2022,4,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,คอนโด,Condo,15,54,2023-08-31
1253,2020,10,ปทุมธานี,Pathum Thani,เมืองปทุมธานี,MUEANG PATHUM THANI,บ้านแฝด,Twin house,68,942,2023-08-31
1752,2020,1,นครปฐม,Nakhon Pathom,พุทธมณฑล,PHUTTHAMONTHON,คอนโด,Condo,31,81,2023-08-31
128,2019,8,กรุงเทพมหานคร,Bangkok,จอมทอง,CHOM THONG,ทาวน์โฮม,Townhome,22,121,2023-08-31
1261,2020,1,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,บ้านแฝด,Twin house,77,755,2023-08-31
15,2019,2,กรุงเทพมหานคร,Bangkok,ลาดพร้าว,LAT PHRAO,โฮมออฟฟิศ,Home office,47,239,2023-08-31
2238,2022,4,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,40,1127,2023-08-31
1556,2020,4,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,ทาวน์โฮม,Townhome,22,164,2023-08-31
1886,2021,8,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,ทาวน์โฮม,Townhome,18,321,2023-08-31
2017,2021,6,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,14,59,2023-08-31
1885,2019,1,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,11,16,2023-08-31
1366,2020,4,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,39,853,2023-08-31
467,2021,8,กรุงเทพมหานคร,Bangkok,คันนายาว,KHAN NA YAO,ทาวน์โฮม,Townhome,14,42,2023-08-31
1394,2020,7,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,ทาวน์โฮม,Townhome,24,332,2023-08-31
2111,2019,7,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,185,618,2023-08-31
1718,2020,1,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,อาคารพาณิชย์,Commercial,38,161,2023-08-31
1074,2020,8,ปทุมธานี,Pathum Thani,ธัญบุรี,THANYABURI,บ้านแฝด,Twin house,41,1204,2023-08-31
1576,2019,6,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,โฮมออฟฟิศ,Home office,21,52,2023-08-31
2289,2019,5,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,28,173,2023-08-31
461,2022,9,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,10,37,2023-08-31
1733,2020,5,กรุงเทพมหานคร,Bangkok,จตุจักร,CHATUCHAK,คอนโด,Condo,63,179,2023-08-31
1389,2019,6,กรุงเทพมหานคร,Bangkok,ดอนเมือง,DON MUEANG,บ้าน,Detached House,47,1045,2023-08-31
161,2022,10,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,โฮมออฟฟิศ,Home office,6,25,2023-08-31
2125,2021,9,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,ทาวน์โฮม,Townhome,58,502,2023-08-31
1785,2019,7,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,คอนโด,Condo,48,933,2023-08-31
192,2022,1,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,คอนโด,Condo,28,610,2023-08-31
349,2020,4,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,42,769,2023-08-31
1130,2021,3,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,24,204,2023-08-31
991,2021,9,กรุงเทพมหานคร,Bangkok,วังทองหลาง,WANG THONGLANG,ทาวน์โฮม,Townhome,19,107,2023-08-31
2217,2021,11,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,โฮมออฟฟิศ,Home office,12,27,2023-08-31
248,2019,6,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,ทาวน์โฮม,Townhome,16,69,2023-08-31
850,2021,12,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้าน,Detached House,112,1758,2023-08-31
1951,2021,11,กรุงเทพมหานคร,Bangkok,ยานนาวา,YAN NAWA,ทาวน์โฮม,Townhome,26,112,2023-08-31
1602,2021,10,กรุงเทพมหานคร,Bangkok,หนองแขม,NONG KHAEM,ทาวน์โฮม,Townhome,34,464,2023-08-31
682,2021,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,30,443,2023-08-31
1358,2019,6,กรุงเทพมหานคร,Bangkok,สวนหลวง,SUAN LUANG,ทาวน์โฮม,Townhome,47,562,2023-08-31
1051,2022,7,สมุทรปราการ,Samut Prakan,บางบ่อ,BANG BO,บ้านแฝด,Twin house,28,536,2023-08-31
1305,2022,3,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,9,35,2023-08-31
1045,2022,4,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,83,1382,2023-08-31
1250,2020,7,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้าน,Detached House,86,1040,2023-08-31
2262,2020,6,กรุงเทพมหานคร,Bangkok,ภาษีเจริญ,PHASI CHAROEN,คอนโด,Condo,46,230,2023-08-31
323,2021,8,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,32,102,2023-08-31
1679,2023,1,กรุงเทพมหานคร,Bangkok,คลองสามวา,KHLONG SAM WA,บ้าน,Detached House,5,13,2023-08-31
2214,2019,9,นนทบุรี,Nonthaburi,ไทรน้อย,SAI NOI,ทาวน์โฮม,Townhome,23,162,2023-08-31
359,2019,8,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,คอนโด,Condo,25,214,2023-08-31
1303,2022,5,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,บ้านแฝด,Twin house,39,242,2023-08-31
1426,2021,11,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,47,418,2023-08-31
2117,2022,9,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,19,61,2023-08-31
954,2022,9,ปทุมธานี,Pathum Thani,คลองหลวง,KHLONG LUANG,อาคารพาณิชย์,Commercial,15,65,2023-08-31
935,2020,3,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,บ้าน,Detached House,41,139,2023-08-31
1196,2022,1,กรุงเทพมหานคร,Bangkok,สายไหม,SAI MAI,ทาวน์โฮม,Townhome,33,238,2023-08-31
2196,2021,3,กรุงเทพมหานคร,Bangkok,ประเวศ,PRAWET,บ้านแฝด,Twin house,29,222,2023-08-31
342,2022,9,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้าน,Detached House,19,139,2023-08-31
2042,2022,6,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,บ้านแฝด,Twin house,30,291,2023-08-31
1103,2020,6,กรุงเทพมหานคร,Bangkok,ห้วยขวาง,HUAI KHWANG,คอนโด,Condo,66,272,2023-08-31
932,2021,10,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,26,58,2023-08-31
535,2022,2,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,ทาวน์โฮม,Townhome,24,642,2023-08-31
1913,2020,4,กรุงเทพมหานคร,Bangkok,บางกะปิ,BANG KAPI,คอนโด,Condo,9,14,2023-08-31
1833,2020,6,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,อาคารพาณิชย์,Commercial,19,227,2023-08-31
1063,2019,3,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้าน,Detached House,52,1491,2023-08-31
185,2022,2,กรุงเทพมหานคร,Bangkok,บางขุนเทียน,BANG KHUN THIAN,บ้าน,Detached House,28,203,2023-08-31
2339,2020,5,กรุงเทพมหานคร,Bangkok,บึงกุ่ม,BUENG KUM,ทาวน์โฮม,Townhome,33,109,2023-08-31
1363,2019,6,นครปฐม,Nakhon Pathom,เมืองนครปฐม,MUEANG NAKHON PATHOM,อาคารพาณิชย์,Commercial,54,653,2023-08-31
1302,2019,10,นนทบุรี,Nonthaburi,ปากเกร็ด,PAK KRET,คอนโด,Condo,44,436,2023-08-31
786,2020,3,กรุงเทพมหานคร,Bangkok,คลองเตย,KHLONG TOEI,คอนโด,Condo,48,354,2023-08-31
2087,2019,10,กรุงเทพมหานคร,Bangkok,ทุ่งครุ,THUNG KHRU,ทาวน์โฮม,Townhome,45,1656,2023-08-31
213,2021,7,ปทุมธานี,Pathum Thani,สามโคก,SAM KHOK,บ้าน,Detached House,38,611,2023-08-31
1080,2022,10,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,คอนโด,Condo,5,23,2023-08-31
617,2019,7,กรุงเทพมหานคร,Bangkok,สาทร,SATHON,คอนโด,Condo,82,304,2023-08-31
1882,2021,12,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,คอนโด,Condo,38,677,2023-08-31
308,2021,10,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,29,305,2023-08-31
750,2020,6,สมุทรปราการ,Samut Prakan,พระประแดง,PHRA PRADAENG,ทาวน์โฮม,Townhome,37,206,2023-08-31
1935,2020,6,ปทุมธานี,Pathum Thani,ลำลูกกา,LAM LUK KA,คอนโด,Condo,31,332,2023-08-31
393,2019,9,กรุงเทพมหานคร,Bangkok,ธนบุรี,THON BURI,คอนโด,Condo,65,278,2023-08-31
1890,2019,7,นนทบุรี,Nonthaburi,บางบัวทอง,BANG BUA THONG,ทาวน์โฮม,Townhome,276,13782,2023-08-31
127,2022,5,สมุทรสาคร,Samut Sakhon,กระทุ่มแบน,KRATHUM BAEN,ทาวน์โฮม,Townhome,26,380,2023-08-31
667,2020,7,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,39,433,2023-08-31
1286,2020,3,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,โฮมออฟฟิศ,Home office,16,35,2023-08-31
742,2021,8,กรุงเทพมหานคร,Bangkok,หนองจอก,NONG CHOK,ทาวน์โฮม,Townhome,11,170,2023-08-31
462,2021,3,นครปฐม,Nakhon Pathom,สามพราน,SAM PHRAN,บ้านแฝด,Twin house,41,2432,2023-08-31
33,2020,4,กรุงเทพมหานคร,Bangkok,หลักสี่,LAK SI,อาคารพาณิชย์,Commercial,22,114,2023-08-31
2122,2019,6,นนทบุรี,Nonthaburi,เมืองนนทบุรี,MUEANG NONTHABURI,คอนโด,Condo,9,15,2023-08-31
1211,2019,5,นนทบุรี,Nonthaburi,บางใหญ่,BANG YAI,บ้าน,Detached House,45,302,2023-08-31
1273,2022,6,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,ทาวน์โฮม,Townhome,67,2293,2023-08-31
204,2021,9,กรุงเทพมหานคร,Bangkok,มีนบุรี,MIN BURI,บ้าน,Detached House,39,176,2023-08-31
554,2019,10,นนทบุรี,Nonthaburi,บางกรวย,BANG KRUAI,ทาวน์โฮม,Townhome,40,785,2023-08-31
436,2020,1,สมุทรปราการ,Samut Prakan,บางพลี,BANG PHLI,บ้านแฝด,Twin house,37,165,2023-08-31
1945,2019,11,กรุงเทพมหานคร,Bangkok,สะพานสูง,SAPHAN SUNG,บ้าน,Detached House,129,908,2023-08-31
1144,2020,1,สมุทรสาคร,Samut Sakhon,เมืองสมุทรสาคร,MUEANG SAMUT SAKHON,บ้านแฝด,Twin house,57,862,2023-08-31
197,2021,3,กรุงเทพมหานคร,Bangkok,ลาดกระบัง,LAT KRABANG,บ้านแฝด,Twin house,20,218,2023-08-31
81,2020,1,สมุทรปราการ,Samut Prakan,เมืองสมุทรปราการ,MUEANG SAMUT PRAKAN,อาคารพาณิชย์,Commercial,37,139,2023-08-31
